company,bean_origin,bean_origin,review_date,cocoa_percent,company_location,rating,bean_origin,bean_origin
Dick Taylor,Belize,Belize,2012,72%,U.S.A.,2.75,Belize,Belize
Dick Taylor,Sambirano,Madagascar,2011,80%,U.S.A.,2.75,Sambirano,Madagascar
Dick Taylor,Sambirano,Madagascar,2011,72%,U.S.A.,3.0,Sambirano,Madagascar
Dick Taylor,Mantuano,Venezuela,2011,75%,U.S.A.,2.75,Mantuano,Venezuela
Dick Taylor,La Red,Dominican Republic,2011,74%,U.S.A.,3.0,La Red,Dominican Republic
Dick Taylor,Ecuador,Ecuador,2011,70%,U.S.A.,3.25,Ecuador,Ecuador
Doble & Bignall,Puerto Cabello,Venezuela,2015,85%,U.K.,3.0,Puerto Cabello,Venezuela
Doble & Bignall,"Panama, Raven",Panama,2014,72%,U.K.,3.25,"Panama, Raven",Panama
Doble & Bignall,"Puerto Cabello, Mantuano",Venezuela,2014,72%,U.K.,3.25,"Puerto Cabello, Mantuano",Venezuela
Doble & Bignall,Johe,Nicaragua,2014,72%,U.K.,3.5,Johe,Nicaragua
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",Hawaii,2009,70%,U.S.A.,3.75,"O'ahu, N. Shore, Waialua Estate",Hawaii
Dolfin (Belcolade),Africa,West Africa,2008,88%,Belgium,3.0,Africa,West Africa
Domori,Hacienda Victoria,Ecuador,2015,70%,Italy,3.75,Hacienda Victoria,Ecuador
Domori,Ocumare 77,Venezuela,2015,70%,Italy,3.75,Ocumare 77,Venezuela
Domori,"IL100, H. San Jose",Venezuela,2013,100%,Italy,3.0,"IL100, H. San Jose",Venezuela
Domori,Morogoro,Tanzania,2012,70%,Italy,3.5,Morogoro,Tanzania
Domori,Guasare,Venezuela,2012,70%,Italy,3.75,Guasare,Venezuela
Domori,"Canoabo, Hacienda San Jose",Venezuela,2011,70%,Italy,3.5,"Canoabo, Hacienda San Jose",Venezuela
Domori,"Chuao, Hacienda San Jose",Venezuela,2010,70%,Italy,3.0,"Chuao, Hacienda San Jose",Venezuela
Domori,"Carupano, H. San Jose",Venezuela,2008,70%,Italy,3.0,"Carupano, H. San Jose",Venezuela
Domori,Teyuna,Colombia,2008,70%,Italy,3.0,Teyuna,Colombia
Domori,Porcelana,Venezuela,2007,70%,Italy,4.0,Porcelana,Venezuela
Domori,"Ocumare 61, Puertomar",Venezuela,2007,75%,Italy,3.25,"Ocumare 61, Puertomar",Venezuela
Domori,Granella,Venezuela,2007,60%,Italy,3.25,Granella,Venezuela
Domori,Madagascar,Madagascar,2007,70%,Italy,3.5,Madagascar,Madagascar
Domori,Madagared,Madagascar,2007,70%,Italy,3.5,Madagared,Madagascar
Domori,"Java, Javablond",Indonesia,2007,70%,Italy,3.75,"Java, Javablond",Indonesia
Domori,Ecuador,Ecuador,2007,70%,Italy,4.0,Ecuador,Ecuador
Domori,"Ocumare 67, Puertofino",Venezuela,2007,70%,Italy,4.0,"Ocumare 67, Puertofino",Venezuela
Domori,Sur del Lago Classificado,Venezuela,2006,70%,Italy,3.0,Sur del Lago Classificado,Venezuela
Domori,Apurimac,Peru,2006,70%,Italy,3.25,Apurimac,Peru
Domori,Carenero Superior,Venezuela,2006,70%,Italy,3.5,Carenero Superior,Venezuela
Dormouse,Non Pariel Estate,Grenada,2016,75%,U.K.,2.75,Non Pariel Estate,Grenada
Dormouse,"Rio Caribe, Batch 7",Venezuela,2015,70%,U.K.,2.5,"Rio Caribe, Batch 7",Venezuela
Dormouse,"Colombia, Batch 9",Colombia,2015,80%,U.K.,2.75,"Colombia, Batch 9",Colombia
Dormouse,"Madagascar, Batch 8",Madagascar,2015,77%,U.K.,2.75,"Madagascar, Batch 8",Madagascar
Duffy's,"Rio Dulce, Xoco",Guatemala,2015,70%,U.K.,4.0,"Rio Dulce, Xoco",Guatemala
Duffy's,"Chuno, Xoco",Nicaragua,2014,70%,U.K.,3.5,"Chuno, Xoco",Nicaragua
Duffy's,"Rico Rugoso, Xoco",Nicaragua,2014,76%,U.K.,3.75,"Rico Rugoso, Xoco",Nicaragua
Duffy's,Ocumare,Venezuela,2012,72%,U.K.,3.75,Ocumare,Venezuela
Duffy's,"Indio Rojo, Xoco",Honduras,2011,72%,U.K.,3.75,"Indio Rojo, Xoco",Honduras
Duffy's,Dominican Republic,Dominican Republic,2011,65%,U.K.,3.5,Dominican Republic,Dominican Republic
Duffy's,"Bocas del Toro, Tierra Oscura",Panama,2011,72%,U.K.,3.0,"Bocas del Toro, Tierra Oscura",Panama
Duffy's,"Nicaliso, Xoco",Nicaragua,2011,71%,U.K.,3.25,"Nicaliso, Xoco",Nicaragua
Duffy's,Ocumare,Venezuela,2011,71%,U.K.,3.5,Ocumare,Venezuela
Duffy's,Panama,Panama,2010,70%,U.K.,3.5,Panama,Panama
Duffy's,"Corazon del Ecuador, Calceta beans",Ecuador,2010,72%,U.K.,3.75,"Corazon del Ecuador, Calceta beans",Ecuador
Duffy's,Star of Ecuador,Ecuador,2010,70%,U.K.,2.5,Star of Ecuador,Ecuador
Duffy's,Star of Peru,Peru,2010,70%,U.K.,3.75,Star of Peru,Peru
Dulcinea,Dominican Republic,Dominican Republic,2015,70%,U.S.A.,3.25,Dominican Republic,Dominican Republic
Durand,Madagascar,Madagascar,2012,82%,France,2.75,Madagascar,Madagascar
Durci,"Maranon, Joya Rara",Peru,2015,70%,U.S.A.,3.5,"Maranon, Joya Rara",Peru
Durci,"Rio Caribe, Tepui Treasure",Venezuela,2015,70%,U.S.A.,3.5,"Rio Caribe, Tepui Treasure",Venezuela
Durci,Taino Secret,Domincan Republic,2015,70%,U.S.A.,3.25,Taino Secret,Domincan Republic
Durci,"Carenero, Empyrean Sabor",Venezuela,2015,70%,U.S.A.,3.25,"Carenero, Empyrean Sabor",Venezuela
Durci,Corona Arriba,Ecuador,2015,70%,U.S.A.,4.0,Corona Arriba,Ecuador
East Van Roasters,Peru,Peru,2014,70%,Canada,3.25,Peru,Peru
East Van Roasters,Madagascar,Madagascar,2014,70%,Canada,3.5,Madagascar,Madagascar
East Van Roasters,Dominican Republic,Dominican Republic,2014,70%,Canada,3.75,Dominican Republic,Dominican Republic
Eau de Rose,Tumaco,Colombia,2016,70%,Canada,3.25,Tumaco,Colombia
Eau de Rose,Arauca,Colombia,2016,70%,Canada,3.25,Arauca,Colombia
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",Peru,2012,72%,U.S.A.,2.75,"Maranon, Good & Evil, w/ nibs",Peru
Edelmond,Porcelana,Venezuela,2016,68%,Germany,3.0,Porcelana,Venezuela
El Ceibo,"Alto Beni, Covendo Region",Bolivia,2011,75%,Bolivia,3.75,"Alto Beni, Covendo Region",Bolivia
El Ceibo,Alto Beni,Bolivia,2008,71%,Bolivia,2.75,Alto Beni,Bolivia
El Rey,San Joaquin,Venezuela,2015,70%,Venezuela,3.75,San Joaquin,Venezuela
El Rey,"Rio Caribe, Cariaco",Venezuela,2009,60.50%,Venezuela,2.75,"Rio Caribe, Cariaco",Venezuela
El Rey,"Rio Caribe, Macuro",Venezuela,2009,70%,Venezuela,3.0,"Rio Caribe, Macuro",Venezuela
El Rey,"Carenero Superior, Apamate",Venezuela,2008,74%,Venezuela,2.5,"Carenero Superior, Apamate",Venezuela
El Rey,"Carenero Superior, Bucare",Venezuela,2008,58%,Venezuela,2.5,"Carenero Superior, Bucare",Venezuela
El Rey,"Carenero Superior, Mijao",Venezuela,2008,61%,Venezuela,3.0,"Carenero Superior, Mijao",Venezuela
El Rey,"Carenero Superior, Gran Saman",Venezuela,2006,70%,Venezuela,2.75,"Carenero Superior, Gran Saman",Venezuela
Emerald Estate,Emerald Estate,St. Lucia,2013,60%,St. Lucia,2.75,Emerald Estate,St. Lucia
Emerald Estate,Emerald Estate,St. Lucia,2013,70%,St. Lucia,3.25,Emerald Estate,St. Lucia
Emily's,Patanemo,Venezuela,2015,79%,Japan,3.0,Patanemo,Venezuela
Emily's,Peru,Peru,2015,78%,Japan,3.5,Peru,Peru
ENNA,"Wampusirpi, batch 007",Honduras,2016,75%,U.S.A.,3.25,"Wampusirpi, batch 007",Honduras
Enric Rovira (Claudio Corallo),Terreiro Velho P.,Sao Tome & Principe,2010,80%,Spain,3.25,Terreiro Velho P.,Sao Tome & Principe
Erithaj (A. Morin),Ben Tre,Vietnam,2014,70%,France,3.25,Ben Tre,Vietnam
Erithaj (A. Morin),Ham Luong,Vietnam,2014,80%,France,3.0,Ham Luong,Vietnam
Erithaj (A. Morin),Ba Lai,Vietnam,2014,74%,France,3.25,Ba Lai,Vietnam
Escazu,Rio Caribe,Venezuela,2012,70%,U.S.A.,2.75,Rio Caribe,Venezuela
Escazu,Guapiles,Costa Rica,2009,65%,U.S.A.,2.0,Guapiles,Costa Rica
Escazu,Carenero Superior,Venezuela,2009,81%,U.S.A.,3.5,Carenero Superior,Venezuela
Escazu,"Carenero, Guapiles, Ocumare blend","Cost Rica, Ven",2009,74%,U.S.A.,2.75,"Carenero, Guapiles, Ocumare blend","Cost Rica, Ven"
Escazu,Ocumare,Venezuela,2008,72%,U.S.A.,3.0,Ocumare,Venezuela
Ethel's Artisan (Mars),"Peru, Madagascar","Peru, Madagascar",2011,55%,U.S.A.,2.5,"Peru, Madagascar","Peru, Madagascar"
Ethel's Artisan (Mars),Trinidad,Trinidad,2011,55%,U.S.A.,2.5,Trinidad,Trinidad
Ethel's Artisan (Mars),Porcelana,Venezuela,2011,70%,U.S.A.,2.5,Porcelana,Venezuela
Ethel's Artisan (Mars),"Venezuela, Trinidad","Venezuela, Trinidad",2011,62%,U.S.A.,2.5,"Venezuela, Trinidad","Venezuela, Trinidad"
Ethereal,Belize,Belize,2014,80%,U.S.A.,3.0,Belize,Belize
Ethereal,Ecuador,Ecuador,2014,80%,U.S.A.,3.5,Ecuador,Ecuador
Ethereal,Dominican Republic,Dominican Republic,2014,80%,U.S.A.,3.75,Dominican Republic,Dominican Republic
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",Brazil,2010,75%,U.S.A.,2.75,"Monte Alegre, D. Badaro, Raw, Organic",Brazil
Feitoria Cacao,Blue Mountain,Jamaica,2016,76%,Portugal,3.0,Blue Mountain,Jamaica
Feitoria Cacao,Cuyagua,Venezuela,2016,76%,Portugal,2.5,Cuyagua,Venezuela
Feitoria Cacao,Maya Mountain,Belize,2016,76%,Portugal,2.75,Maya Mountain,Belize
Felchlin,Grenada,Grenada,2010,58%,Switzerland,3.5,Grenada,Grenada
Felchlin,Elvesia P.,Dominican Republic,2006,74%,Switzerland,3.0,Elvesia P.,Dominican Republic
Felchlin,"Madagascar, Grand Cru",Madagascar,2006,64%,Switzerland,3.0,"Madagascar, Grand Cru",Madagascar
Felchlin,Maracaibo Clasificado,Venezuela,2006,65%,Switzerland,3.0,Maracaibo Clasificado,Venezuela
Felchlin,Arriba,Ecuador,2006,72%,Switzerland,3.5,Arriba,Ecuador
Felchlin,"Alto Beni, Cru Savage",Bolivia,2006,68%,Switzerland,4.0,"Alto Beni, Cru Savage",Bolivia
Finca,Puerto Rico,Puerto Rico,2014,65%,U.S.A.,2.25,Puerto Rico,Puerto Rico
Finca,Dominican Republic,Dominican Republic,2014,80%,U.S.A.,3.0,Dominican Republic,Dominican Republic
Finca,Dominican Republic,Dominican Republic,2014,70%,U.S.A.,3.25,Dominican Republic,Dominican Republic
Finca,Dominican Republic,Dominican Republic,2014,85%,U.S.A.,2.5,Dominican Republic,Dominican Republic
Forever Cacao,Rio Eni,Peru,2014,72%,U.K.,2.75,Rio Eni,Peru
Forteza (Cortes),Dominican Republic,Domincan Republic,2016,70%,Puerto Rico,2.75,Dominican Republic,Domincan Republic
Forteza (Cortes),Puerto Rico,Domincan Republic,2016,80%,Puerto Rico,2.75,Puerto Rico,Domincan Republic
Fossa,"Akesson's E., Sambirano V.",Madagascar,2016,70%,Singapore,2.75,"Akesson's E., Sambirano V.",Madagascar
Fossa,"Camino Verde P., Balao, Guayas",Ecuador,2016,75%,Singapore,3.5,"Camino Verde P., Balao, Guayas",Ecuador
Fossa,"Kokoa Kamili Coop, Kilombero",Tanzania,2016,67%,Singapore,3.75,"Kokoa Kamili Coop, Kilombero",Tanzania
Franceschi,Choroni,Venezuela,2014,70%,Venezuela,3.5,Choroni,Venezuela
Franceschi,Ocumare,Venezuela,2014,70%,Venezuela,3.75,Ocumare,Venezuela
Franceschi,Canoabo,Venezuela,2012,70%,Venezuela,3.75,Canoabo,Venezuela
Franceschi,Sur del Lago,Venezuela,2012,60%,Venezuela,3.5,Sur del Lago,Venezuela
Frederic Blondeel,Costa Rica,Costa Rica,2015,70%,Belgium,3.5,Costa Rica,Costa Rica
Frederic Blondeel,Peru Brutus,Peru,2015,75%,Belgium,3.5,Peru Brutus,Peru
Frederic Blondeel,Vietnam,Vietnam,2015,80%,Belgium,3.0,Vietnam,Vietnam
Frederic Blondeel,Ghana,Ghana,2014,60%,Belgium,3.5,Ghana,Ghana
Frederic Blondeel,Madagascar,Madagascar,2014,65%,Belgium,3.5,Madagascar,Madagascar
French Broad,"Norandino, batch 161208",Peru,2017,70%,U.S.A.,3.5,"Norandino, batch 161208",Peru
French Broad,Guatemala,Guatemala,2015,73%,U.S.A.,3.5,Guatemala,Guatemala
French Broad,San Andres,Costa Rica,2014,80%,U.S.A.,3.0,San Andres,Costa Rica
French Broad,Matagalpa,Nicaragua,2014,68%,U.S.A.,3.25,Matagalpa,Nicaragua
French Broad,"Palo Blanco, Chulucanas",Peru,2013,66%,U.S.A.,3.5,"Palo Blanco, Chulucanas",Peru
French Broad,Tumbes Coop,Peru,2012,70%,U.S.A.,2.5,Tumbes Coop,Peru
French Broad,"Palo Blanco, Chulucanas",Peru,2012,61%,U.S.A.,3.5,"Palo Blanco, Chulucanas",Peru
French Broad,"Palo Blanco w/ panela, Chulucanas",Peru,2012,81%,U.S.A.,2.0,"Palo Blanco w/ panela, Chulucanas",Peru
French Broad,"Maranon Canyon, Fortunato No. 4",Peru,2011,70%,U.S.A.,3.5,"Maranon Canyon, Fortunato No. 4",Peru
French Broad,La Red,Dominican Republic,2011,65%,U.S.A.,3.5,La Red,Dominican Republic
Fresco,"Maranon, #228, MR, SC",Peru,2014,70%,U.S.A.,3.0,"Maranon, #228, MR, SC",Peru
Fresco,"Maranon, #227, LR, MC",Peru,2014,70%,U.S.A.,3.5,"Maranon, #227, LR, MC",Peru
Fresco,"Maranon, #229, MR, LC",Peru,2014,70%,U.S.A.,3.5,"Maranon, #229, MR, LC",Peru
Fresco,"Maranon, #230, DR, LC",Peru,2014,70%,U.S.A.,3.5,"Maranon, #230, DR, LC",Peru
Fresco,"Conacado, #223, MR, SC",Dominican Republic,2013,72%,U.S.A.,3.25,"Conacado, #223, MR, SC",Dominican Republic
Fresco,"Conacado, #224, MR, MC",Dominican Republic,2013,72%,U.S.A.,3.75,"Conacado, #224, MR, MC",Dominican Republic
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",Peru,2013,70%,U.S.A.,3.75,"San Martin, Bellavista Coop, #226, DR, MC",Peru
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",Peru,2013,70%,U.S.A.,4.0,"Bellavista Coop, #225, LR, MC, CG Exclusive",Peru
Fresco,"Markham Valley, #219, LR, MC",Papua New Guinea,2012,69%,U.S.A.,3.5,"Markham Valley, #219, LR, MC",Papua New Guinea
Fresco,"Markham Valley, #221, DR, MC",Papua New Guinea,2012,69%,U.S.A.,3.5,"Markham Valley, #221, DR, MC",Papua New Guinea
Fresco,"Sambirano Valley, #216, MR, LC",Madagascar,2012,74%,U.S.A.,4.0,"Sambirano Valley, #216, MR, LC",Madagascar
Fresco,"Markham Valley, #220, MR, MC",Papua New Guinea,2012,69%,U.S.A.,4.0,"Markham Valley, #220, MR, MC",Papua New Guinea
Fresco,"Markham Valley, #222, LR, 0C",Papua New Guinea,2012,69%,U.S.A.,3.0,"Markham Valley, #222, LR, 0C",Papua New Guinea
Fresco,"Ghana, #211, MR, MC",Ghana,2011,74%,U.S.A.,2.75,"Ghana, #211, MR, MC",Ghana
Fresco,"Jamaica, #209, DR, SC",Jamaica,2011,70%,U.S.A.,3.25,"Jamaica, #209, DR, SC",Jamaica
Fresco,"Conacado, #212, LR, SC",Dominican Republic,2011,72%,U.S.A.,3.5,"Conacado, #212, LR, SC",Dominican Republic
Fresco,"Jamaica, #210, DR, MC",Jamaica,2011,70%,U.S.A.,3.5,"Jamaica, #210, DR, MC",Jamaica
Fresco,"Sambirano Valley, #214, LR, MC",Madagascar,2011,74%,U.S.A.,2.75,"Sambirano Valley, #214, LR, MC",Madagascar
Fresco,"Conacado, #213, DR, -C",Dominican Republic,2011,72%,U.S.A.,3.25,"Conacado, #213, DR, -C",Dominican Republic
Fresco,"Sambirano Valley, #215, MR, MC",Madagascar,2011,74%,U.S.A.,3.0,"Sambirano Valley, #215, MR, MC",Madagascar
Fresco,"Chuao, #218, MR, MC",Venezuela,2011,76%,U.S.A.,3.25,"Chuao, #218, MR, MC",Venezuela
Fresco,"Chuao, #217, DR, MC",Venezuela,2011,70%,U.S.A.,4.0,"Chuao, #217, DR, MC",Venezuela
Fresco,"Jamaica, #204, DR, SC",Jamaica,2009,80%,U.S.A.,2.75,"Jamaica, #204, DR, SC",Jamaica
Fresco,"Jamaica, #206, DR, LC",Jamaica,2009,70%,U.S.A.,3.0,"Jamaica, #206, DR, LC",Jamaica
Fresco,"Jamaica, #205, DR, MC",Jamaica,2009,70%,U.S.A.,3.25,"Jamaica, #205, DR, MC",Jamaica
Fresco,"Carenero Superior, #203, MR, SC",Venezuela,2009,65%,U.S.A.,3.5,"Carenero Superior, #203, MR, SC",Venezuela
Friis Holm,"Rugoso, Bad Fermentation",Nicaragua,2016,70%,Denmark,3.5,"Rugoso, Bad Fermentation",Nicaragua
Friis Holm (Bonnat),La Dalia,Nicaragua,2015,60%,Denmark,3.0,La Dalia,Nicaragua
Friis Holm (Bonnat),La Dalia,Nicaragua,2015,85%,Denmark,3.25,La Dalia,Nicaragua
Friis Holm (Bonnat),La Dalia,Nicaragua,2014,70%,Denmark,3.5,La Dalia,Nicaragua
Friis Holm (Bonnat),"Barba, Xoco",Nicaragua,2013,70%,Denmark,3.25,"Barba, Xoco",Nicaragua
Friis Holm (Bonnat),"Medagla, Xoco",Nicaragua,2013,70%,Denmark,3.5,"Medagla, Xoco",Nicaragua
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",Nicaragua,2012,70%,Denmark,3.25,"Chuno, triple turned, Xoco",Nicaragua
Friis Holm (Bonnat),"Red Mayan, Xoco",Honduras,2012,70%,Denmark,3.25,"Red Mayan, Xoco",Honduras
Friis Holm (Bonnat),"Chuno, double turned, Xoco",Nicaragua,2012,70%,Denmark,3.25,"Chuno, double turned, Xoco",Nicaragua
Friis Holm (Bonnat),"Rugoso, Xoco",Nicaragua,2012,70%,Denmark,3.75,"Rugoso, Xoco",Nicaragua
Friis Holm (Bonnat),"Johe, Xoco",Nicaragua,2011,70%,Denmark,3.25,"Johe, Xoco",Nicaragua
Friis Holm (Bonnat),"Chuno, Xoco",Nicaragua,2011,70%,Denmark,3.5,"Chuno, Xoco",Nicaragua
Friis Holm (Bonnat),"Nicaliso, Xoco",Nicaragua,2011,70%,Denmark,3.5,"Nicaliso, Xoco",Nicaragua
Fruition,"Wild Bolivian, Batch 2",Bolivia,2016,74%,U.S.A.,3.75,"Wild Bolivian, Batch 2",Bolivia
Fruition,"Coto Brus, Heirloom, Batch 1",Costa Rica,2016,74%,U.S.A.,4.0,"Coto Brus, Heirloom, Batch 1",Costa Rica
Fruition,Gran Couva,Trinidad,2014,70%,U.S.A.,3.75,Gran Couva,Trinidad
Fruition,Maranon,Peru,2014,76%,U.S.A.,3.0,Maranon,Peru
Fruition,La Red,Dominican Republic,2013,70%,U.S.A.,3.75,La Red,Dominican Republic
Fruition,Camino Verde,Ecuador,2013,75%,U.S.A.,3.0,Camino Verde,Ecuador
Fruition,Peru,Peru,2012,70%,U.S.A.,2.5,Peru,Peru
Fruition,Signature Blend,Costa Rica,2011,66%,U.S.A.,3.25,Signature Blend,Costa Rica
Fruition,Costa Rica,Costa Rica,2011,70%,U.S.A.,3.0,Costa Rica,Costa Rica
Garden Island,"Kaua'I, Alea Estate +world",Hawaii,2014,85%,U.S.A.,2.5,"Kaua'I, Alea Estate +world",Hawaii
Georgia Ramon,Akesson P.,Madagascar,2015,65%,Germany,3.25,Akesson P.,Madagascar
Georgia Ramon,ABOCFA Coop,Ghana,2015,70%,Germany,4.0,ABOCFA Coop,Ghana
Georgia Ramon,Conacado Coop,Domincan Republic,2015,70%,Germany,3.5,Conacado Coop,Domincan Republic
Georgia Ramon,Conacado Coop,Domincan Republic,2015,80%,Germany,3.5,Conacado Coop,Domincan Republic
Georgia Ramon,Akesson P.,Madagascar,2015,75%,Germany,3.5,Akesson P.,Madagascar
Glennmade,"Toledo District, 2015 Harvest",Belize,2016,70%,U.S.A.,3.5,"Toledo District, 2015 Harvest",Belize
Glennmade,Bahia,Brazil,2015,66%,U.S.A.,3.0,Bahia,Brazil
Goodnow Farms,"Almendra Blanca, batch 1004",Mexico,2016,77%,U.S.A.,2.75,"Almendra Blanca, batch 1004",Mexico
Goodnow Farms,"El Carmen, batch 1003",Nicaragua,2016,77%,U.S.A.,3.25,"El Carmen, batch 1003",Nicaragua
Goodnow Farms,"Asochivite, batch 1005",Guatemala,2016,77%,U.S.A.,3.25,"Asochivite, batch 1005",Guatemala
Grand Place,"Ben Tre, Dong Nai",Vietnam,2011,72%,Vietnam,3.0,"Ben Tre, Dong Nai",Vietnam
Green Bean to Bar,Madagascar,Madagascar,2016,70%,Japan,3.5,Madagascar,Madagascar
Grenada Chocolate Co.,Grenada,Grenada,2010,82%,Grenada,3.25,Grenada,Grenada
Grenada Chocolate Co.,Grenada,Grenada,2009,60%,Grenada,2.75,Grenada,Grenada
Grenada Chocolate Co.,Grenada,Grenada,2008,71%,Grenada,2.5,Grenada,Grenada
Guido Castagna,Arriba,Ecuador,2009,64%,Italy,3.0,Arriba,Ecuador
Guido Castagna,Ghana,Ghana,2009,64%,Italy,3.0,Ghana,Ghana
Guido Castagna,Trinidad & Tobago,"Trinidad, Tobago",2009,64%,Italy,3.0,Trinidad & Tobago,"Trinidad, Tobago"
Guido Castagna,Lacri Blend,Venezuela,2009,76%,Italy,3.0,Lacri Blend,Venezuela
Guido Castagna,Blend,"Ven, Trinidad, Ecuador",2009,64%,Italy,3.25,Blend,"Ven, Trinidad, Ecuador"
Guittard,Haiti,Haiti,2013,65%,U.S.A.,2.75,Haiti,Haiti
Guittard,Nicaragua,Nicaragua,2013,65%,U.S.A.,2.75,Nicaragua,Nicaragua
Guittard,Jamaica,Jamaica,2013,65%,U.S.A.,3.25,Jamaica,Jamaica
Guittard,Ecuador,Ecuador,2013,65%,U.S.A.,3.5,Ecuador,Ecuador
Guittard,Trinidad,Trinidad,2010,65%,U.S.A.,3.0,Trinidad,Trinidad
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",Hawaii,2009,55%,U.S.A.,3.0,"O'ahu, N. Shore, Waialua E., Kakoleka",Hawaii
Guittard,Machu Pichu,Peru,2008,65%,U.S.A.,3.0,Machu Pichu,Peru
Guittard,Ocumare,Venezuela,2008,65%,U.S.A.,3.5,Ocumare,Venezuela
Guittard,Chucuri,Colombia,2006,65%,U.S.A.,3.0,Chucuri,Colombia
Guittard,Sur del Lago,Venezuela,2006,65%,U.S.A.,2.5,Sur del Lago,Venezuela
Guittard,"Sambirano, Ambanja",Madagascar,2006,65%,U.S.A.,3.5,"Sambirano, Ambanja",Madagascar
Guittard,"Los Rios, Quevedo",Ecuador,2006,65%,U.S.A.,3.5,"Los Rios, Quevedo",Ecuador
Habitual,Papua New Guinea,Papua New Guinea,2014,80%,Canada,2.75,Papua New Guinea,Papua New Guinea
Habitual,Dominican Republic,Dominican Republic,2014,75%,Canada,3.25,Dominican Republic,Dominican Republic
Habitual,Sharkey,Hawaii,2014,66%,Canada,3.25,Sharkey,Hawaii
Hachez,Arriba,Ecuador,2007,77%,Germany,2.5,Arriba,Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,Ecuador,2014,55%,Ecuador,2.75,Don Homero- Cerecita Valley,Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,Ecuador,2014,70%,Ecuador,3.0,Don Homero- Cerecita Valley,Ecuador
Haigh,South America and Africa,"South America, Africa",2011,70%,Australia,3.0,South America and Africa,"South America, Africa"
Harper Macaw,"Vale do Juliana, w/ nibs",Brazil,2016,85%,U.S.A.,3.25,"Vale do Juliana, w/ nibs",Brazil
Harper Macaw,Brazil Blend,Brazil,2015,67%,U.S.A.,3.0,Brazil Blend,Brazil
Harper Macaw,"Tome Acu E., Amazon Rainforest",Brazil,2015,77%,U.S.A.,3.5,"Tome Acu E., Amazon Rainforest",Brazil
Harper Macaw,"Vale do Juliana E., Atlantic Forest",Brazil,2015,74%,U.S.A.,3.5,"Vale do Juliana E., Atlantic Forest",Brazil
Heilemann,Peru,Peru,2016,64%,Germany,2.75,Peru,Peru
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",Belize,2016,70%,U.S.A.,3.25,"Maya Mtn, Moho R., Toledo D., 2015",Belize
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",Costa Rica,2016,74%,U.S.A.,3.5,"Cota Brus, Terciopelo, 2015",Costa Rica
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",Bolivia,2014,67%,U.S.A.,3.5,"Alto Beni, Upper Rio Beni, 2014",Bolivia
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",Bolivia,2014,67%,U.S.A.,3.0,"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",Bolivia
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",Ecuador,2014,67%,U.S.A.,3.75,"Los Rios, Hacienda Limon, Orecao, 2014",Ecuador
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",Hawaii,2014,67%,U.S.A.,3.75,"Maunawili, O'ahu, Agri Research C., 2014",Hawaii
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",Hawaii,2016,72%,U.S.A.,3.5,"Maunawili, O'ahu, Agri Research C., 2015",Hawaii
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",Ecuador,2016,70%,U.S.A.,3.5,"Los Rios, Hacienda Limon, Orecao, 2015",Ecuador
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",Ecuador,2016,77%,U.S.A.,3.5,"Pinchincha, Mindo, Coop Nueva Esper., 2015",Ecuador
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",Bolivia,2016,68%,U.S.A.,3.75,"Alto Beni, Upper Rio Beni, 2015",Bolivia
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",Bolivia,2016,72%,U.S.A.,4.0,"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",Bolivia
hello cocoa,Uganda,Uganda,2015,57%,U.S.A.,2.75,Uganda,Uganda
hello cocoa,Venezuela,Venezuela,2015,74%,U.S.A.,3.5,Venezuela,Venezuela
hexx,Tanzania,Tanzania,2015,70%,U.S.A.,2.75,Tanzania,Tanzania
hexx,Madagascar,Madagascar,2015,74%,U.S.A.,3.0,Madagascar,Madagascar
hexx,Venezuela,Venezuela,2015,70%,U.S.A.,3.0,Venezuela,Venezuela
