id,company,specific_bean_origin,review_date,cocoa_percent,company_location,rating,bean_type,bean_origin_country
636,Ethereal,Belize,2014,80%,U.S.A.,3.0,Trinitario,Belize
637,Ethereal,Ecuador,2014,80%,U.S.A.,3.5,,Ecuador
638,Ethereal,Dominican Republic,2014,80%,U.S.A.,3.75,,Dominican Republic
639,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",2010,75%,U.S.A.,2.75,,Brazil
640,Feitoria Cacao,Blue Mountain,2016,76%,Portugal,3.0,,Jamaica
641,Feitoria Cacao,Cuyagua,2016,76%,Portugal,2.5,,Venezuela
642,Feitoria Cacao,Maya Mountain,2016,76%,Portugal,2.75,Trinitario,Belize
643,Felchlin,Grenada,2010,58%,Switzerland,3.5,Trinitario,Grenada
644,Felchlin,Supremo- SF,2006,62%,Switzerland,2.0,,
645,Felchlin,Elvesia P.,2006,74%,Switzerland,3.0,"Trinitario, Criollo",Dominican Republic
646,Felchlin,"Madagascar, Grand Cru",2006,64%,Switzerland,3.0,Criollo,Madagascar
647,Felchlin,Maracaibo Clasificado,2006,65%,Switzerland,3.0,Criollo,Venezuela
648,Felchlin,Arriba,2006,72%,Switzerland,3.5,Forastero (Arriba),Ecuador
649,Felchlin,"Alto Beni, Cru Savage",2006,68%,Switzerland,4.0,Criollo (Wild),Bolivia
650,Finca,Puerto Rico,2014,65%,U.S.A.,2.25,,Puerto Rico
651,Finca,Dominican Republic,2014,80%,U.S.A.,3.0,,Dominican Republic
652,Finca,Dominican Republic,2014,70%,U.S.A.,3.25,,Dominican Republic
653,Finca,Dominican Republic,2014,85%,U.S.A.,2.5,,Dominican Republic
654,Forever Cacao,Rio Eni,2014,72%,U.K.,2.75,Criollo,Peru
655,Forteza (Cortes),Dominican Republic,2016,70%,Puerto Rico,2.75,,Domincan Republic
656,Forteza (Cortes),Puerto Rico,2016,80%,Puerto Rico,2.75,,Domincan Republic
657,Fossa,"Akesson's E., Sambirano V.",2016,70%,Singapore,2.75,,Madagascar
658,Fossa,"Camino Verde P., Balao, Guayas",2016,75%,Singapore,3.5,,Ecuador
659,Fossa,"Kokoa Kamili Coop, Kilombero",2016,67%,Singapore,3.75,Trinitario,Tanzania
660,Franceschi,Choroni,2014,70%,Venezuela,3.5,,Venezuela
661,Franceschi,Ocumare,2014,70%,Venezuela,3.75,,Venezuela
662,Franceschi,Canoabo,2012,70%,Venezuela,3.75,,Venezuela
663,Franceschi,Sur del Lago,2012,60%,Venezuela,3.5,,Venezuela
664,Frederic Blondeel,Costa Rica,2015,70%,Belgium,3.5,,Costa Rica
665,Frederic Blondeel,Peru Brutus,2015,75%,Belgium,3.5,,Peru
666,Frederic Blondeel,Vietnam,2015,80%,Belgium,3.0,Trinitario,Vietnam
667,Frederic Blondeel,Ghana,2014,60%,Belgium,3.5,Forastero,Ghana
668,Frederic Blondeel,Madagascar,2014,65%,Belgium,3.5,Trinitario,Madagascar
669,French Broad,"Norandino, batch 161208",2017,70%,U.S.A.,3.5,,Peru
670,French Broad,Guatemala,2015,73%,U.S.A.,3.5,,Guatemala
671,French Broad,San Andres,2014,80%,U.S.A.,3.0,,Costa Rica
672,French Broad,Matagalpa,2014,68%,U.S.A.,3.25,,Nicaragua
673,French Broad,"Palo Blanco, Chulucanas",2013,66%,U.S.A.,3.5,,Peru
674,French Broad,Tumbes Coop,2012,70%,U.S.A.,2.5,Criollo,Peru
675,French Broad,"Palo Blanco, Chulucanas",2012,61%,U.S.A.,3.5,,Peru
676,French Broad,"Palo Blanco w/ panela, Chulucanas",2012,81%,U.S.A.,2.0,,Peru
677,French Broad,"Maranon Canyon, Fortunato No. 4",2011,70%,U.S.A.,3.5,Forastero (Nacional),Peru
678,French Broad,La Red,2011,65%,U.S.A.,3.5,,Dominican Republic
679,Fresco,"Maranon, #228, MR, SC",2014,70%,U.S.A.,3.0,Forastero (Nacional),Peru
680,Fresco,"Maranon, #227, LR, MC",2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru
681,Fresco,"Maranon, #229, MR, LC",2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru
682,Fresco,"Maranon, #230, DR, LC",2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru
683,Fresco,"Conacado, #223, MR, SC",2013,72%,U.S.A.,3.25,,Dominican Republic
684,Fresco,"Conacado, #224, MR, MC",2013,72%,U.S.A.,3.75,,Dominican Republic
685,Fresco,"San Martin, Bellavista Coop, #226, DR, MC",2013,70%,U.S.A.,3.75,,Peru
686,Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",2013,70%,U.S.A.,4.0,Trinitario,Peru
687,Fresco,"Markham Valley, #219, LR, MC",2012,69%,U.S.A.,3.5,,Papua New Guinea
688,Fresco,"Markham Valley, #221, DR, MC",2012,69%,U.S.A.,3.5,,Papua New Guinea
689,Fresco,"Sambirano Valley, #216, MR, LC",2012,74%,U.S.A.,4.0,Trinitario,Madagascar
690,Fresco,"Markham Valley, #220, MR, MC",2012,69%,U.S.A.,4.0,Trinitario,Papua New Guinea
691,Fresco,"Markham Valley, #222, LR, 0C",2012,69%,U.S.A.,3.0,Trinitario,Papua New Guinea
692,Fresco,"Ghana, #211, MR, MC",2011,74%,U.S.A.,2.75,Forastero,Ghana
693,Fresco,"Jamaica, #209, DR, SC",2011,70%,U.S.A.,3.25,Trinitario,Jamaica
694,Fresco,"Conacado, #212, LR, SC",2011,72%,U.S.A.,3.5,,Dominican Republic
695,Fresco,"Jamaica, #210, DR, MC",2011,70%,U.S.A.,3.5,Trinitario,Jamaica
696,Fresco,"Sambirano Valley, #214, LR, MC",2011,74%,U.S.A.,2.75,Trinitario,Madagascar
697,Fresco,"Conacado, #213, DR, -C",2011,72%,U.S.A.,3.25,,Dominican Republic
698,Fresco,"Sambirano Valley, #215, MR, MC",2011,74%,U.S.A.,3.0,Trinitario,Madagascar
699,Fresco,"Chuao, #218, MR, MC",2011,76%,U.S.A.,3.25,Trinitario,Venezuela
700,Fresco,"Chuao, #217, DR, MC",2011,70%,U.S.A.,4.0,Trinitario,Venezuela
701,Fresco,"Jamaica, #204, DR, SC",2009,80%,U.S.A.,2.75,Trinitario,Jamaica
702,Fresco,"Jamaica, #206, DR, LC",2009,70%,U.S.A.,3.0,Trinitario,Jamaica
703,Fresco,"Jamaica, #205, DR, MC",2009,70%,U.S.A.,3.25,Trinitario,Jamaica
704,Fresco,"Carenero Superior, #203, MR, SC",2009,65%,U.S.A.,3.5,Criollo,Venezuela
705,Friis Holm,"Rugoso, Bad Fermentation",2016,70%,Denmark,3.5,,Nicaragua
706,Friis Holm (Bonnat),La Dalia,2015,60%,Denmark,3.0,,Nicaragua
707,Friis Holm (Bonnat),La Dalia,2015,85%,Denmark,3.25,,Nicaragua
708,Friis Holm (Bonnat),La Dalia,2014,70%,Denmark,3.5,,Nicaragua
709,Friis Holm (Bonnat),"Barba, Xoco",2013,70%,Denmark,3.25,,Nicaragua
710,Friis Holm (Bonnat),"Medagla, Xoco",2013,70%,Denmark,3.5,,Nicaragua
711,Friis Holm (Bonnat),"Chuno, triple turned, Xoco",2012,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua
712,Friis Holm (Bonnat),"Red Mayan, Xoco",2012,70%,Denmark,3.25,"Criollo, Trinitario",Honduras
713,Friis Holm (Bonnat),"Chuno, double turned, Xoco",2012,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua
714,Friis Holm (Bonnat),"Rugoso, Xoco",2012,70%,Denmark,3.75,,Nicaragua
715,Friis Holm (Bonnat),"Johe, Xoco",2011,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua
716,Friis Holm (Bonnat),"Chuno, Xoco",2011,70%,Denmark,3.5,"Criollo, Trinitario",Nicaragua
717,Friis Holm (Bonnat),"Nicaliso, Xoco",2011,70%,Denmark,3.5,"Criollo, Trinitario",Nicaragua
718,Fruition,"Wild Bolivian, Batch 2",2016,74%,U.S.A.,3.75,Beniano,Bolivia
719,Fruition,"Coto Brus, Heirloom, Batch 1",2016,74%,U.S.A.,4.0,Amazon mix,Costa Rica
720,Fruition,Gran Couva,2014,70%,U.S.A.,3.75,Trinitario,Trinidad
721,Fruition,Maranon,2014,76%,U.S.A.,3.0,Forastero (Nacional),Peru
722,Fruition,La Red,2013,70%,U.S.A.,3.75,,Dominican Republic
723,Fruition,Camino Verde,2013,75%,U.S.A.,3.0,,Ecuador
724,Fruition,Peru,2012,70%,U.S.A.,2.5,,Peru
725,Fruition,Signature Blend,2011,66%,U.S.A.,3.25,Trinitario,Costa Rica
726,Fruition,Costa Rica,2011,70%,U.S.A.,3.0,,Costa Rica
727,Garden Island,"Kaua'I, Alea Estate +world",2014,85%,U.S.A.,2.5,Blend,Hawaii
728,Georgia Ramon,Akesson P.,2015,65%,Germany,3.25,Trinitario,Madagascar
729,Georgia Ramon,ABOCFA Coop,2015,70%,Germany,4.0,Forastero,Ghana
730,Georgia Ramon,Conacado Coop,2015,70%,Germany,3.5,Trinitario,Domincan Republic
731,Georgia Ramon,Conacado Coop,2015,80%,Germany,3.5,Trinitario,Domincan Republic
732,Georgia Ramon,Akesson P.,2015,75%,Germany,3.5,Trinitario,Madagascar
733,Glennmade,"Toledo District, 2015 Harvest",2016,70%,U.S.A.,3.5,,Belize
734,Glennmade,Bahia,2015,66%,U.S.A.,3.0,"Trinitario, Forastero",Brazil
735,Goodnow Farms,"Almendra Blanca, batch 1004",2016,77%,U.S.A.,2.75,,Mexico
736,Goodnow Farms,"El Carmen, batch 1003",2016,77%,U.S.A.,3.25,,Nicaragua
737,Goodnow Farms,"Asochivite, batch 1005",2016,77%,U.S.A.,3.25,,Guatemala
738,Grand Place,"Ben Tre, Dong Nai",2011,72%,Vietnam,3.0,Trinitario,Vietnam
739,Green & Black's (ICAM),Dark,2006,70%,U.K.,2.5,,
740,Green Bean to Bar,Madagascar,2016,70%,Japan,3.5,,Madagascar
741,Grenada Chocolate Co.,Grenada,2010,82%,Grenada,3.25,Trinitario,Grenada
742,Grenada Chocolate Co.,Grenada,2009,60%,Grenada,2.75,Trinitario,Grenada
743,Grenada Chocolate Co.,Grenada,2008,71%,Grenada,2.5,Trinitario,Grenada
744,Guido Castagna,Arriba,2009,64%,Italy,3.0,Forastero (Arriba) ASS,Ecuador
745,Guido Castagna,Ghana,2009,64%,Italy,3.0,Forastero,Ghana
746,Guido Castagna,Trinidad & Tobago,2009,64%,Italy,3.0,,"Trinidad, Tobago"
747,Guido Castagna,Lacri Blend,2009,76%,Italy,3.0,,Venezuela
748,Guido Castagna,Blend,2009,64%,Italy,3.25,,"Ven, Trinidad, Ecuador"
749,Guittard,"Epique, Blend No. 49",2015,70%,U.S.A.,3.75,,
750,Guittard,Haiti,2013,65%,U.S.A.,2.75,,Haiti
751,Guittard,Nicaragua,2013,65%,U.S.A.,2.75,,Nicaragua
752,Guittard,Jamaica,2013,65%,U.S.A.,3.25,Trinitario,Jamaica
753,Guittard,Ecuador,2013,65%,U.S.A.,3.5,,Ecuador
754,Guittard,Coucher du Soleil,2011,72%,U.S.A.,2.75,,
755,Guittard,Lever du Soleil,2011,61%,U.S.A.,3.25,,
756,Guittard,Onyx,2011,72%,U.S.A.,3.25,,
757,Guittard,Trinidad,2010,65%,U.S.A.,3.0,Trinitario,Trinidad
758,Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",2009,55%,U.S.A.,3.0,,Hawaii
759,Guittard,Nocturne,2009,91%,U.S.A.,3.0,,
760,Guittard,Complexite,2009,70%,U.S.A.,3.5,Blend,
761,Guittard,Machu Pichu,2008,65%,U.S.A.,3.0,,Peru
762,Guittard,Special Maker Reserve,2008,64%,U.S.A.,3.0,,
763,Guittard,Ocumare,2008,65%,U.S.A.,3.5,,Venezuela
764,Guittard,Quetzalcoatl,2007,72%,U.S.A.,3.5,Blend,
765,Guittard,Chucuri,2006,65%,U.S.A.,3.0,Trinitario,Colombia
766,Guittard,Sur del Lago,2006,65%,U.S.A.,2.5,"Trinitario, Criollo",Venezuela
767,Guittard,"Sambirano, Ambanja",2006,65%,U.S.A.,3.5,"Criollo, +",Madagascar
768,Guittard,"Los Rios, Quevedo",2006,65%,U.S.A.,3.5,Forastero (Arriba),Ecuador
769,Guittard,Tsaranta,2006,61%,U.S.A.,3.5,Blend,
770,Guittard,Semisweet,2006,61%,U.S.A.,3.0,Blend,
771,Habitual,Papua New Guinea,2014,80%,Canada,2.75,,Papua New Guinea
772,Habitual,Campesino w/ nibs,2014,74%,Canada,2.75,,
773,Habitual,Dominican Republic,2014,75%,Canada,3.25,,Dominican Republic
774,Habitual,Trinitario,2014,70%,Canada,3.5,Trinitario,
775,Habitual,Downtown London,2014,65%,Canada,2.75,,
776,Habitual,Africa meets Latina,2014,70%,Canada,3.0,,
777,Habitual,Amazonas,2014,80%,Canada,3.0,,
778,Habitual,Sharkey,2014,66%,Canada,3.25,,Hawaii
779,Habitual,one hundred,2014,100%,Canada,2.0,,
780,Hachez,Arriba,2007,77%,Germany,2.5,Forastero (Arriba),Ecuador
781,Hacienda El Castillo,Don Homero- Cerecita Valley,2014,55%,Ecuador,2.75,Trinitario,Ecuador
782,Hacienda El Castillo,Don Homero- Cerecita Valley,2014,70%,Ecuador,3.0,Trinitario,Ecuador
783,Haigh,South America and Africa,2011,70%,Australia,3.0,,"South America, Africa"
784,Harper Macaw,"Vale do Juliana, w/ nibs",2016,85%,U.S.A.,3.25,,Brazil
785,Harper Macaw,Brazil Blend,2015,67%,U.S.A.,3.0,,Brazil
786,Harper Macaw,"Tome Acu E., Amazon Rainforest",2015,77%,U.S.A.,3.5,,Brazil
787,Harper Macaw,"Vale do Juliana E., Atlantic Forest",2015,74%,U.S.A.,3.5,,Brazil
788,Heilemann,Peru,2016,64%,Germany,2.75,,Peru
789,Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",2016,70%,U.S.A.,3.25,Amazon,Belize
790,Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",2016,74%,U.S.A.,3.5,Amazon mix,Costa Rica
791,Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",2014,67%,U.S.A.,3.5,"Amazon, ICS",Bolivia
792,Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",2014,67%,U.S.A.,3.0,Beniano,Bolivia
793,Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",2014,67%,U.S.A.,3.75,EET,Ecuador
794,Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",2014,67%,U.S.A.,3.75,,Hawaii
795,Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",2016,72%,U.S.A.,3.5,,Hawaii
796,Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",2016,70%,U.S.A.,3.5,EET,Ecuador
797,Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",2016,77%,U.S.A.,3.5,EET,Ecuador
798,Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",2016,68%,U.S.A.,3.75,"Amazon, ICS",Bolivia
799,Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",2016,72%,U.S.A.,4.0,Beniano,Bolivia
800,hello cocoa,Uganda,2015,57%,U.S.A.,2.75,Forastero,Uganda
801,hello cocoa,Venezuela,2015,74%,U.S.A.,3.5,Criollo,Venezuela
802,hexx,Tanzania,2015,70%,U.S.A.,2.75,,Tanzania
803,hexx,Madagascar,2015,74%,U.S.A.,3.0,Trinitario,Madagascar
804,hexx,Venezuela,2015,70%,U.S.A.,3.0,,Venezuela
805,hexx,Ecuador,2015,73%,U.S.A.,3.25,,Ecuador
806,hexx,Peru,2015,70%,U.S.A.,3.25,,Peru
807,Hogarth,Akesson's Estate,2016,70%,New Zealand,2.75,Trinitario,Madagascar
808,Hogarth,Carenero Superior,2016,72%,New Zealand,2.75,Trinitario,Venezuela
809,Hogarth,Conacado,2016,75%,New Zealand,3.25,Trinitario,Domincan Republic
810,Hogarth,Gran Blanco,2016,66%,New Zealand,3.5,Criollo,Peru
811,Hoja Verde (Tulicorp),Arriba,2009,80%,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador
812,Hoja Verde (Tulicorp),Manabi,2009,80%,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador
813,Hoja Verde (Tulicorp),Arriba,2009,72%,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador
814,Hoja Verde (Tulicorp),Arriba,2009,58%,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador
815,Hoja Verde (Tulicorp),Manabi,2009,58%,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador
816,Holy Cacao,Maranon,2016,70%,Israel,2.75,,Peru
817,Holy Cacao,"Camino Verde P., Balao, Guayas",2015,70%,Israel,3.5,,Ecuador
818,Holy Cacao,Sambirano,2015,70%,Israel,3.5,Trinitario,Madagascar
819,Holy Cacao,Gran Couva,2015,70%,Israel,3.5,Trinitario,Trinidad
820,Holy Cacao,Mara,2015,70%,Israel,3.5,,Venezuela
821,Holy Cacao,Ivory Coast,2009,70%,Israel,2.5,,Ivory Coast
822,Holy Cacao,Hispaniola,2009,70%,Israel,2.75,,Dominican Republic
823,Holy Cacao,San Martin,2009,70%,Israel,3.5,,Peru
824,Holy Cacao,Hispaniola w/ nibs,2009,75%,Israel,3.75,,Dominican Republic
825,Honest,"Ecuador, w/ nibs",2014,72%,South Africa,2.5,,Ecuador
826,Hotel Chocolat,"Pepiniere, single Cote",2015,70%,U.K.,2.75,,St. Lucia
827,Hotel Chocolat,"Marcial, single Cote, 2012",2013,70%,U.K.,4.0,Trinitario,St. Lucia
828,Hotel Chocolat,"Island Growers, 2012, 120hr c.",2013,100%,U.K.,1.75,Trinitario,St. Lucia
829,Hotel Chocolat (Coppeneur),Trinidad,2013,75%,U.K.,3.0,Trinitario,Trinidad
830,Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,2013,80%,U.K.,3.5,Trinitario,Vietnam
831,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",2013,90%,U.K.,3.0,Forastero (Nacional),Ecuador
832,Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",2013,72%,U.K.,3.0,Trinitario,Madagascar
833,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",2013,82%,U.K.,3.5,Forastero (Nacional),Ecuador
834,Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",2013,100%,U.K.,2.75,,Peru
835,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",2013,100%,U.K.,2.5,Forastero (Nacional),Ecuador
836,Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",2013,100%,U.K.,2.75,,Dominican Republic
837,Hotel Chocolat (Coppeneur),Sambirano,2012,66%,U.K.,3.5,"Trinitario, Criollo",Madagascar
838,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",2011,80%,U.K.,3.0,Forastero (Nacional),Ecuador
839,Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",2011,65%,U.K.,3.0,Trinitario,St. Lucia
840,Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",2011,65%,U.K.,3.25,Trinitario,St. Lucia
841,Hotel Chocolat (Coppeneur),Ecuador,2010,70%,U.K.,2.75,,Ecuador
842,Hotel Chocolat (Coppeneur),Santo Domingo,2010,70%,U.K.,3.0,,Dominican Republic
843,Hotel Chocolat (Coppeneur),Chuao,2010,70%,U.K.,2.75,Trinitario,Venezuela
844,Hotel Chocolat (Coppeneur),St. Lucia,2008,72%,U.K.,3.0,,St. Lucia
845,Hotel Chocolat (Coppeneur),Uganda,2008,80%,U.K.,2.5,Forastero,Uganda
846,Hotel Chocolat (Coppeneur),Tanzania,2008,75%,U.K.,2.75,,Tanzania
847,Hotel Chocolat (Coppeneur),Uba Budo,2008,72%,U.K.,3.0,Forastero,Sao Tome
848,Hummingbird,Lam Dong,2015,70%,Canada,3.5,Trinitario,Vietnam
849,Hummingbird,Bolivia,2014,70%,Canada,3.0,"Criollo, Trinitario",Bolivia
850,Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",2014,70%,Canada,3.0,"Criollo, Trinitario",Bolivia
851,Hummingbird,Momotombo,2014,70%,Canada,3.0,Trinitario,Nicaragua
852,Hummingbird,Hispaniola,2014,70%,Canada,3.75,Trinitario,Dominican Republic
853,Hummingbird,Zorzal Reserva w/ Charles Kerchner,2014,70%,Canada,3.5,,Dominican Republic
854,Hummingbird,"Ocumare, Cumboto",2013,70%,Canada,3.25,"Trinitario, Criollo",Venezuela
855,Hummingbird,Amazonas,2013,70%,Canada,3.75,Forastero,Venezuela
856,Idilio (Felchlin),"Chuao, Venezuela",2013,72%,Switzerland,3.75,Trinitario,Venezuela
857,Idilio (Felchlin),Coopertiva Amazona,2011,72%,Switzerland,3.75,Criollo,Venezuela
858,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",2011,72%,Switzerland,3.75,,Venezuela
859,Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",2011,72%,Switzerland,3.25,Criollo,Venezuela
860,Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",2011,72%,Switzerland,3.75,Criollo,Venezuela
861,Idilio (Felchlin),"Porcelana, Zulia",2011,74%,Switzerland,4.0,Criollo,Venezuela
862,Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",2011,72%,Switzerland,3.5,Criollo,Venezuela
863,Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",2011,70%,Switzerland,4.0,Trinitario,Venezuela
864,Idilio (Felchlin),Coopertiva Amazona w/ nibs,2011,72%,Switzerland,4.0,Criollo,Venezuela
865,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",2011,72%,Switzerland,4.0,,Venezuela
866,Indah,India (south),2016,61%,India,2.5,,India
867,Indaphoria,La Red,2012,70%,U.S.A.,3.25,,Dominican Republic
868,Indaphoria,"Conacado, Manifesto",2012,70%,U.S.A.,2.75,,Dominican Republic
869,Indi,Honduras,2014,77%,U.S.A.,3.0,,Honduras
870,iQ Chocolate,"Satipo region, white label",2012,72%,Scotland,2.75,Criollo,Peru
871,iQ Chocolate,black label,2012,72%,Scotland,3.0,,Peru
872,Isidro,Madagascar,2014,72%,U.S.A.,3.5,Trinitario,Madagascar
873,Isidro,Peru,2014,72%,U.S.A.,2.25,,Peru
874,Isidro,Belize,2014,72%,U.S.A.,3.25,Trinitario,Belize
875,Isidro,Dominican Republic,2014,72%,U.S.A.,3.25,,Dominican Republic
876,Izard,"Maya Mountain, Toledo, Batch 29",2015,70%,U.S.A.,3.5,Trinitario,Belize
877,Izard,"Elvesia P., Batch 32",2015,70%,U.S.A.,2.75,,Dominican Republic
878,Jacque Torres,Trinatario Treasure,2006,71%,U.S.A.,2.0,Trinitario,Ghana
879,Jordis,Madagascar,2015,63%,Czech Republic,2.75,Trinitario,Madagascar
880,Just Good Chocolate,Belize,2014,70%,U.S.A.,3.5,Trinitario,Belize
881,Just Good Chocolate,Madagascar,2014,70%,U.S.A.,3.5,Trinitario,Madagascar
882,Just Good Chocolate,Peru,2014,70%,U.S.A.,4.0,,Peru
883,Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",2013,70%,Domincan Republic,3.5,,Dominican Republic
884,Kah Kow,"Rizek Cacao, Domin. Rep.",2013,82%,Domincan Republic,3.0,,Dominican Republic
885,Kah Kow,"Rizek Cacao, Domin. Rep.",2013,55%,Domincan Republic,3.25,,Dominican Republic
886,Kah Kow,"Rizek Cacao, Domin. Rep.",2013,62%,Domincan Republic,3.25,,Dominican Republic
887,Kakao,Peru,2012,64%,Germany,2.5,,Peru
888,Kakao,Vanuatu,2009,65%,Germany,3.75,Trinitario,Vanuatu
889,Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,2008,70%,Ecuador,3.0,,Ecuador
890,Kallari (Ecuatoriana),Sisa's Secret/ original micro,2008,70%,Ecuador,3.5,,Ecuador
891,Kallari (Ecuatoriana),Roberto,2008,75%,Ecuador,2.75,,Ecuador
892,Kallari (Ecuatoriana),Diego/ original micro,2008,85%,Ecuador,2.5,,Ecuador
893,Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,2008,85%,Ecuador,2.75,,Ecuador
894,Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,2008,85%,Ecuador,3.0,,Ecuador
895,Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,75%,Ecuador,2.5,,Ecuador
896,Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,85%,Ecuador,3.0,,Ecuador
897,Kaoka (Cemoi),Noir,2009,70%,France,2.75,,
898,Kaoka (Cemoi),Ecuador,2009,80%,France,2.75,,Ecuador
899,Kerchner,"La Red, Project Reserva, Guaconejo",2013,70%,U.S.A.,3.75,,Dominican Republic
900,Ki' Xocolatl,Dark,2009,72%,Mexico,2.0,,Mexico
901,Kiskadee,"La Red, Guanconjeco",2014,60%,U.S.A.,3.0,Trinitario,Dominican Republic
902,Kto,San Martin,2014,72%,U.S.A.,2.5,,Peru
903,Kto,Ocumare,2014,72%,U.S.A.,2.75,,Venezuela
904,Kto,Belize,2014,72%,U.S.A.,3.0,Trinitario,Belize
905,Kto,Sambirano Valley,2014,72%,U.S.A.,3.25,Trinitario,Madagascar
906,Kto,Belize,2014,90%,U.S.A.,3.25,Trinitario,Belize
907,Kto,Elvesia,2014,72%,U.S.A.,3.25,,Dominican Republic
908,Kto,ROIG,2014,72%,U.S.A.,3.25,,Dominican Republic
909,K'ul,"Kafupbo, Petit Bourg, De Borgnes",2016,70%,U.S.A.,3.25,,Haiti
910,K'ul,"Maranon, Fortunato No. 4",2016,70%,U.S.A.,2.75,Forastero (Nacional),Peru
911,K'ul,"Los Rios, Hacienda Limon, Heirloom",2016,70%,U.S.A.,3.75,,Ecuador
912,K'ul,"Bahia, Fazenda Camboa",2016,70%,U.S.A.,3.75,Forastero,Brazil
913,Kyya,Uganda,2014,72.50%,U.S.A.,2.5,Forastero,Uganda
914,Kyya,Hispaniola,2014,72.50%,U.S.A.,3.0,,Dominican Republic
915,Kyya,Ecuador,2014,72.50%,U.S.A.,2.5,,Ecuador
916,Kyya,Madagascar,2014,72.50%,U.S.A.,3.0,Trinitario,Madagascar
917,L.A. Burdick (Felchlin),Peru,2012,74%,U.S.A.,3.25,,Peru
918,L.A. Burdick (Felchlin),Brazil,2012,70%,U.S.A.,4.0,,Brazil
919,L.A. Burdick (Felchlin),Chuao,2012,68%,U.S.A.,3.75,Trinitario,Venezuela
920,L.A. Burdick (Felchlin),Quito,2011,74%,U.S.A.,3.75,,Ecuador
921,L.A. Burdick (Felchlin),Grenada,2010,75%,U.S.A.,3.25,Trinitario,Grenada
922,L.A. Burdick (Felchlin),Dominican Republic,2010,74%,U.S.A.,3.75,,Dominican Republic
923,L.A. Burdick (Felchlin),Venzuela,2010,71%,U.S.A.,3.0,,Venezuela
924,L.A. Burdick (Felchlin),Madagascar,2009,64%,U.S.A.,3.5,Trinitario,Madagascar
925,L.A. Burdick (Felchlin),Bolivian,2009,68%,U.S.A.,3.0,,Bolivia
926,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",2016,70%,Japan,2.25,"Trinitario, Criollo",Peru
927,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",2016,70%,Japan,2.5,"Trinitario, Criollo",Peru
